"","id","trial","rating","age","lang","race","gender","colorblind","focus","issues"
"1","304SM51WA4HAANM5S8M9QX66HNQSB2","17_2",3,"32","English","other","male","no","noresponse","no"
"2","304SM51WA4HAANM5S8M9QX66HNQSB2","17_1",1,"32","English","other","male","no","noresponse","no"
"3","304SM51WA4HAANM5S8M9QX66HNQSB2","22_2",2,"32","English","other","male","no","noresponse","no"
"4","304SM51WA4HAANM5S8M9QX66HNQSB2","22_1",1,"32","English","other","male","no","noresponse","no"
"5","304SM51WA4HAANM5S8M9QX66HNQSB2","7_1",8,"32","English","other","male","no","noresponse","no"
"6","304SM51WA4HAANM5S8M9QX66HNQSB2","7_2",27,"32","English","other","male","no","noresponse","no"
"7","304SM51WA4HAANM5S8M9QX66HNQSB2","31_1",1,"32","English","other","male","no","noresponse","no"
"8","304SM51WA4HAANM5S8M9QX66HNQSB2","31_2",13,"32","English","other","male","no","noresponse","no"
"9","304SM51WA4HAANM5S8M9QX66HNQSB2","28_2",50,"32","English","other","male","no","noresponse","no"
"10","304SM51WA4HAANM5S8M9QX66HNQSB2","28_1",17,"32","English","other","male","no","noresponse","no"
"11","304SM51WA4HAANM5S8M9QX66HNQSB2","36_1",56,"32","English","other","male","no","noresponse","no"
"12","304SM51WA4HAANM5S8M9QX66HNQSB2","36_2",43,"32","English","other","male","no","noresponse","no"
"13","304SM51WA4HAANM5S8M9QX66HNQSB2","20_1",37,"32","English","other","male","no","noresponse","no"
"14","304SM51WA4HAANM5S8M9QX66HNQSB2","20_2",98,"32","English","other","male","no","noresponse","no"
"15","304SM51WA4HAANM5S8M9QX66HNQSB2","13_2",3,"32","English","other","male","no","noresponse","no"
"16","304SM51WA4HAANM5S8M9QX66HNQSB2","13_1",1,"32","English","other","male","no","noresponse","no"
"17","304SM51WA4HAANM5S8M9QX66HNQSB2","31_1",1,"32","English","other","male","no","noresponse","no"
"18","304SM51WA4HAANM5S8M9QX66HNQSB2","31_2",13,"32","English","other","male","no","noresponse","no"
"19","304SM51WA4HAANM5S8M9QX66HNQSB2","29_2",50,"32","English","other","male","no","noresponse","no"
"20","304SM51WA4HAANM5S8M9QX66HNQSB2","29_1",4,"32","English","other","male","no","noresponse","no"
"21","304SM51WA4HAANM5S8M9QX66HNQSB2","12_1",73,"32","English","other","male","no","noresponse","no"
"22","304SM51WA4HAANM5S8M9QX66HNQSB2","12_2",68,"32","English","other","male","no","noresponse","no"
"23","304SM51WA4HAANM5S8M9QX66HNQSB2","35_2",37,"32","English","other","male","no","noresponse","no"
"24","304SM51WA4HAANM5S8M9QX66HNQSB2","35_1",37,"32","English","other","male","no","noresponse","no"
"25","304SM51WA4HAANM5S8M9QX66HNQSB2","23_2",12,"32","English","other","male","no","noresponse","no"
"26","304SM51WA4HAANM5S8M9QX66HNQSB2","23_1",28,"32","English","other","male","no","noresponse","no"
"27","304SM51WA4HAANM5S8M9QX66HNQSB2","26_2",25,"32","English","other","male","no","noresponse","no"
"28","304SM51WA4HAANM5S8M9QX66HNQSB2","26_1",16,"32","English","other","male","no","noresponse","no"
"29","304SM51WA4HAANM5S8M9QX66HNQSB2","33_1",34,"32","English","other","male","no","noresponse","no"
"30","304SM51WA4HAANM5S8M9QX66HNQSB2","33_2",80,"32","English","other","male","no","noresponse","no"
"31","304SM51WA4HAANM5S8M9QX66HNQSB2","8_1",5,"32","English","other","male","no","noresponse","no"
"32","304SM51WA4HAANM5S8M9QX66HNQSB2","8_2",26,"32","English","other","male","no","noresponse","no"
"33","304SM51WA4HAANM5S8M9QX66HNQSB2","27_1",13,"32","English","other","male","no","noresponse","no"
"34","304SM51WA4HAANM5S8M9QX66HNQSB2","27_2",7,"32","English","other","male","no","noresponse","no"
"35","304SM51WA4HAANM5S8M9QX66HNQSB2","11_1",4,"32","English","other","male","no","noresponse","no"
"36","304SM51WA4HAANM5S8M9QX66HNQSB2","11_2",4,"32","English","other","male","no","noresponse","no"
"37","304SM51WA4HAANM5S8M9QX66HNQSB2","9_2",2,"32","English","other","male","no","noresponse","no"
"38","304SM51WA4HAANM5S8M9QX66HNQSB2","9_1",1,"32","English","other","male","no","noresponse","no"
"39","304SM51WA4HAANM5S8M9QX66HNQSB2","18_1",18,"32","English","other","male","no","noresponse","no"
"40","304SM51WA4HAANM5S8M9QX66HNQSB2","18_2",94,"32","English","other","male","no","noresponse","no"
"41","304SM51WA4HAANM5S8M9QX66HNQSB2","25_1",51,"32","English","other","male","no","noresponse","no"
"42","304SM51WA4HAANM5S8M9QX66HNQSB2","25_2",50,"32","English","other","male","no","noresponse","no"
"43","304SM51WA4HAANM5S8M9QX66HNQSB2","16_1",1,"32","English","other","male","no","noresponse","no"
"44","304SM51WA4HAANM5S8M9QX66HNQSB2","16_2",9,"32","English","other","male","no","noresponse","no"
"45","304SM51WA4HAANM5S8M9QX66HNQSB2","14_2",16,"32","English","other","male","no","noresponse","no"
"46","304SM51WA4HAANM5S8M9QX66HNQSB2","14_1",2,"32","English","other","male","no","noresponse","no"
"47","304SM51WA4HAANM5S8M9QX66HNQSB2","34_1",16,"32","English","other","male","no","noresponse","no"
"48","304SM51WA4HAANM5S8M9QX66HNQSB2","34_2",70,"32","English","other","male","no","noresponse","no"
"49","304SM51WA4HAANM5S8M9QX66HNQSB2","19_2",57,"32","English","other","male","no","noresponse","no"
"50","304SM51WA4HAANM5S8M9QX66HNQSB2","19_1",2,"32","English","other","male","no","noresponse","no"
"51","304SM51WA4HAANM5S8M9QX66HNQSB2","21_2",3,"32","English","other","male","no","noresponse","no"
"52","304SM51WA4HAANM5S8M9QX66HNQSB2","21_1",2,"32","English","other","male","no","noresponse","no"
"53","304SM51WA4HAANM5S8M9QX66HNQSB2","30_1",2,"32","English","other","male","no","noresponse","no"
"54","304SM51WA4HAANM5S8M9QX66HNQSB2","30_2",2,"32","English","other","male","no","noresponse","no"
"55","304SM51WA4HAANM5S8M9QX66HNQSB2","24_1",2,"32","English","other","male","no","noresponse","no"
"56","304SM51WA4HAANM5S8M9QX66HNQSB2","24_2",94,"32","English","other","male","no","noresponse","no"
"57","304SM51WA4HAANM5S8M9QX66HNQSB2","15_2",4,"32","English","other","male","no","noresponse","no"
"58","304SM51WA4HAANM5S8M9QX66HNQSB2","15_1",3,"32","English","other","male","no","noresponse","no"
"59","304SM51WA4HAANM5S8M9QX66HNQSB2","10_2",30,"32","English","other","male","no","noresponse","no"
"60","304SM51WA4HAANM5S8M9QX66HNQSB2","10_1",3,"32","English","other","male","no","noresponse","no"
"61","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","29_2",40,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"62","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","29_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"63","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","12_2",5,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"64","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","12_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"65","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","19_2",20,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"66","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","19_1",3,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"67","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","24_2",98,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"68","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","24_1",90,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"69","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","10_2",70,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"70","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","10_1",99,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"71","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","8_2",21,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"72","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","8_1",2,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"73","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","9_2",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"74","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","9_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"75","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","20_2",95,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"76","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","20_1",58,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"77","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","21_1",3,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"78","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","21_2",38,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"79","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","33_2",58,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"80","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","33_1",9,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"81","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","22_2",5,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"82","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","22_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"83","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","27_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"84","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","27_2",7,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"85","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","14_1",3,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"86","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","14_2",7,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"87","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","26_1",27,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"88","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","26_2",34,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"89","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","23_1",9,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"90","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","23_2",10,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"91","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","31_1",3,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"92","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","31_2",9,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"93","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","30_2",5,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"94","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","30_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"95","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","34_2",94,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"96","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","34_1",69,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"97","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","7_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"98","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","7_2",55,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"99","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","28_2",41,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"100","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","28_1",32,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"101","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","16_1",5,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"102","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","16_2",64,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"103","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","36_2",86,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"104","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","36_1",88,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"105","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","11_1",28,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"106","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","11_2",11,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"107","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","18_1",31,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"108","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","18_2",78,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"109","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","13_2",40,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"110","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","13_1",8,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"111","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","25_2",37,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"112","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","25_1",32,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"113","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","17_1",2,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"114","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","17_2",5,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
"115","308Q0PEVB9Q2SG4CPCEZVP5TKPM9II","15_1",1,"28","English","white","female","no","yes","yes it started me back at #32 near the end (#58)"
